commentthreadid,forumpostid,forumuid,staffcandidate,staff,nonstaff,Sentiment,Confusion,Urgency,Opinion,Question,Answer,demandreview,createdat,staffcandidatepresence,countopinions,confusionaverage,confusionmedian,minconfusion,maxconfusion,urgencyaverage,urgencymedian,minurgency,maxurgency,sentimentaverage,sentimentmedian,minsentiment,maxsentiment,consensus,agregatedstatus,firstopinionid,firstopinionsimilarity,opinionproximity,Text,upcount,reads,CourseType,coursedisplayname,posttype,anonymous,anonymoustopeers,opinions,demandreviewreason,staffright,staffcount,opinionmode,iamright,total_posts,iagree_1,iagree_2,iagree_3,iagree_4,iagree_5,post_class,consensus_4,consensus_3,consensus_2
52d84b0640372bbb7f00001f,52d863e440372b365a000017,2AE9FE41AFEFDE90801AC4E14FB3700D,FALSE,FALSE,FALSE,4,4,1.5,FALSE,FALSE,FALSE,TRUE,16/01/2014 22:57,FALSE,2,0.5714285714285714,3.5,0,5,2.8333333333333335,3,0,5,4.75,4.25,0,6,0.7814789059064615,NA,52d91c421753e9a9b8000013,0.02298414471855608,0.3386366783246552,"I live in Brasil and right now we are in summer, with temperatures that can get above 40°C (104°F) during the day and what I can say is:If you're just in hot, it's quite confortable, but if you are in direct sun exposure... You are in serious trouble!",0,59,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d84b0640372bbb7f00001f=0.014229106789598859, 52d91c421753e9a9b8000013=0.02298414471855608}",more than one opinion,0,1,52d91c421753e9a9b8000013,1,6,0,0,0,0,0,0,1,1,1
52d84b0640372bbb7f00001f,52d84b0640372bbb7f00001f,7795DDE55C8B80EE7AD7E1B948245CE5,FALSE,FALSE,TRUE,4,5,5,TRUE,TRUE,FALSE,TRUE,16/01/2014 21:11,FALSE,2,0.5714285714285714,3.5,0,5,2.8333333333333335,3,0,5,4.75,4.25,0,6,0.7814789059064615,0.06041394606038257,52d91c421753e9a9b8000013,0.012311217731203996,0.3386366783246552,"I was reading this on Silbernagl & Despopulous Atlas of Physiology and Guyton's Medical Physiology. Well, Guyton says it takes a few weeks to adapt to cold, and Silbernagl says it takes years to adapt to hot tropical places. Yet professor said there are more resources to adapt to hot than to cold weather, since we're tropical animals. Just as a comment: I rather freeze than get hot, there's nowhere to escape from heat!Well, what do you guys think?",1,59,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,CommentThread,FALSE,FALSE,"{52d84b0640372bbb7f00001f=0.01157327192128727, 52d91c421753e9a9b8000013=0.012311217731203996}",more than one opinion,0,1,52d91c421753e9a9b8000013,1,6,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52ec05da72c30aba19000024,5E83F6616A9AD51238DA4AE4A9311DAD,FALSE,FALSE,FALSE,4.5,3.5,3,TRUE,FALSE,FALSE,TRUE,31/01/2014 20:21,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,0.11023281612659341,52df1380033fb9f3db0000d5,0.12011041431190368,0.04349547821993316,"I am also a USAT/USAC coach and I have a difference of opinion.  I will static stretch and do a light massage post endurance training or high impact event and then take an ice bath immediately after my stretching and light massage.  I have found this to be very helpful.  I also couple this with a warm shower post ice bath then work on more static stretching and foam roller massage.  As long as my TSS score is below 350 and IF (intensity Factor) is up to 1.12, I can still perform the following day with this regiment.  However, this is not for everyone and everyone should find what works best for them.  I have some athletes that will never ice bath and I am perfectly happy with their decision.",0,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.10982039354219847, 52d9ab812849c068b600002c=0.11492505571630693, 52dc46bbd149d1ec3d000011=0.10671639330815981, 52df1380033fb9f3db0000d5=0.12011041431190368, 52e5c490a8d51b089c000046=0.10614020692894316, 52ec05da72c30aba19000024=0.050050649828226816}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52e5c490a8d51b089c000046,920AFE7192AC9F4605891DBAFA9ECD24,FALSE,FALSE,FALSE,4,4,2,TRUE,FALSE,FALSE,TRUE,27/01/2014 02:29,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,0.03406138254205764,52dc46bbd149d1ec3d000011,0.17795570668899205,0.04349547821993316,"As far as I understand, the benefit of decreasing inflammation is now not so obvious:http://runnersconnect.net/running-injury-prevention/inflammation-and-running-injuries/?awt_l=JmFoU&awt_m=3lfHbM8CD9rftIP",1,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.02002134388538937, 52d9ab812849c068b600002c=0.020604083081374548, 52dc46bbd149d1ec3d000011=0.17795570668899205, 52df1380033fb9f3db0000d5=0.019520181916150695, 52e5c490a8d51b089c000046=0.0562674047901718, 52ec05da72c30aba19000024=0.10614020692894315}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52e2ea4b09b4e96cb3000015,730DE951647BCC6A9F896BAD2AB40CDD,FALSE,FALSE,FALSE,4,4,2,FALSE,FALSE,FALSE,TRUE,24/01/2014 22:33,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,NA,52dc46bbd149d1ec3d000011,0.18196489134537516,0.04349547821993316,"In the days before 2011 Death Ride, I utilized 5 minute soaks in the Carson River perhaps 60F and I also soaked immediately after completion of the event.  In my own situation it helped with a local injury by reducing inflammation, spasms and helped to reduce core temperature to allow me catch up on hydration as it was an unseasonably warm during the week.  I might suggest light swimming in cold water is even better than soaking to encourage the fluid exchange mentioned above.",0,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.02636720509268725, 52d9ab812849c068b600002c=0.028358784210164065, 52dc46bbd149d1ec3d000011=0.18196489134537516, 52df1380033fb9f3db0000d5=0.0319569523118441, 52e5c490a8d51b089c000046=0.02322109771975426, 52ec05da72c30aba19000024=0.11467787640297722}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52df1380033fb9f3db0000d5,9EF11915C3EDA25FA96BC72F2375BBC1,FALSE,FALSE,FALSE,4,4,2.5,TRUE,FALSE,FALSE,TRUE,22/01/2014 00:40,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,0.03980419350112622,52dc46bbd149d1ec3d000011,0.1826065946910574,0.04349547821993316,"Anecdotally, We have seen significant reduction in inflamation and delayed onset of muscle sorness (DOMS) using the Avacore device post exercise or trauma. I would be very interested in testing ice water immersion and systemic cooling and comparing the outcomes.",0,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.027813597378171583, 52d9ab812849c068b600002c=0.03530310267120627, 52dc46bbd149d1ec3d000011=0.1826065946910574, 52df1380033fb9f3db0000d5=0.04740378276887012, 52e5c490a8d51b089c000046=0.019520181916150695, 52ec05da72c30aba19000024=0.12011041431190367}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52dd1d40d149d1f51a000028,5270C893AE5C9687FA5F4FB340B3B931,FALSE,FALSE,FALSE,4,4,2,FALSE,FALSE,FALSE,TRUE,20/01/2014 12:57,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,NA,52dc46bbd149d1ec3d000011,0.17844163016157608,0.04349547821993316,"As a triathlete, I've tried the ice baths too, and agree with you. Heat and stretching seem to go farther.",0,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.02351073610313412, 52d9ab812849c068b600002c=0.022575366826124262, 52dc46bbd149d1ec3d000011=0.17844163016157608, 52df1380033fb9f3db0000d5=0.027529311550463544, 52e5c490a8d51b089c000046=0.018977182383229114, 52ec05da72c30aba19000024=0.1091274512156542}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52dc46bbd149d1ec3d000011,261F8F6E8B46A29D1D12E5CB0E262DD9,FALSE,TRUE,FALSE,5,1,4.5,TRUE,FALSE,TRUE,TRUE,19/01/2014 21:42,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,0.17632307964330882,52df1380033fb9f3db0000d5,0.1826065946910574,0.04349547821993316,"Staff: Hello Everyone, Nice work catching our attention with all your great posts!  You have the right idea on the theory of ice bath: reduced inflammation, increased constriction, followed by increased flow to the tissues (called reactive hyperemia:  when the circulation is slowed or cut off to an area the blood then returns afterwards at a higher rate to flush out waste products and deliver nutrients).  You are also accurate in your discussion of the mixed results.  Despite the fact that some athletes and coaches swear by it, there is no consistent data that suggests that it is better than other (less painful) cool downs - such as a light active cool down.  IF you have an actual injury than the reduction in inflammation can be beneficial, but you'd could also achieve that with a more localized application of cold.  Having said that though, there are a lot of things out there that seem to work for individuals that are hard to support with scientific data - meaning when you combine a group together, the positive, neutral and negative responders cancel each other out. I'm not great in the cold, so I personally would not suffer through it for the degree of benefit that has been indicated. But, if you think it is working for you, I wouldn't stop doing it either. Sorry if that sounds wishy washy, but sometimes in physiology the individual response is the most important. You will find that is true for altitude training as well.  It seems to work for some, but not others (although in that case we have a slightly better idea of why...).  If you are a positive responder then altitude training can give you that 2% benefit you need. If you are not, it could actually make you worse. Keep up the great discussions. There are a lot of very well informed people out there!",8,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.17975957908551257, 52d9ab812849c068b600002c=0.18136419639356427, 52dc46bbd149d1ec3d000011=0.018818892129079466, 52df1380033fb9f3db0000d5=0.1826065946910574, 52e5c490a8d51b089c000046=0.17795570668899205, 52ec05da72c30aba19000024=0.10671639330815973}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52d9ab812849c068b600002c,FE2843BD69256754CE8CF245FC08E901,FALSE,FALSE,FALSE,4,3.5,2.5,TRUE,FALSE,FALSE,TRUE,17/01/2014 22:15,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,0.03458171102351826,52dc46bbd149d1ec3d000011,0.18136419639356435,0.04349547821993316,"Interesting thread. I powerlift and the elite athletes where I train make use of the ice bath for recovery. However, I have observed much mixed opinion about the relative benefits of these immediately after a workout for recovery. A study from the University of Portsmouth published in the European Journal of Sport Science found that ice baths are no more or less effective than a good post workout cooldown exercise. My personal experience is that they stiffen me up. I prefer to cooldown and then at night before bed to have a very hot bath with epsom  salts (magnesium salts) to help muscle recovery. I do use ice when injured as part of the RICE regimen (rest, ice, compression, elevation) but for no more than 15-20 mins max at a time.",0,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.025028086447587174, 52d9ab812849c068b600002c=0.03193153168726932, 52dc46bbd149d1ec3d000011=0.18136419639356435, 52df1380033fb9f3db0000d5=0.03530310267120624, 52e5c490a8d51b089c000046=0.020604083081374566, 52ec05da72c30aba19000024=0.11492505571630697}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52d9a1141753e964c800003a,8C834BEBAC61377937427703C45AAA07,FALSE,FALSE,FALSE,4,3,3.5,TRUE,FALSE,FALSE,TRUE,17/01/2014 21:31,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,0.031512479045651236,52dc46bbd149d1ec3d000011,0.17975957908551257,0.04349547821993316,"Anthony Barnett's 2006 review entitled Using Recovery Modalities betweenTraining Sessions in Elite Athletes'''' has been my go to article for questions such as this.  There might be something newer out there, I have not looked in awhile.Here is a link to the abstract:http://www.ncbi.nlm.nih.gov/pubmed/1<phoneRedac>''''",2,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52d9a1141753e964c800003a=0.027792096441047305, 52d9ab812849c068b600002c=0.025028086447587142, 52dc46bbd149d1ec3d000011=0.17975957908551257, 52df1380033fb9f3db0000d5=0.027813597378171576, 52e5c490a8d51b089c000046=0.02002134388538938, 52ec05da72c30aba19000024=0.10982039354219844}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d927672849c0c436000007,52d927672849c0c436000007,D0DA58F54EF1E2743DC632D389A485AF,FALSE,FALSE,FALSE,3.5,5,5,FALSE,TRUE,FALSE,TRUE,17/01/2014 12:51,FALSE,6,0.5079365079365079,4,0,5,3,2,0,5,4.111111111111111,4,0,5,0.9474250445561985,NA,52dc46bbd149d1ec3d000011,0.2586938400781967,0.04349547821993316,"There was no discussion of the use of ice baths for muscle recovery.  The theory, I think, is that the blood constriction induced by the cold helps the muscles clear lactate, in a somewhat similar way to massage.  I know little about the science, but it is clearly used by athletes and I have tried it and seen benefits.  What is going on?",10,455,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,CommentThread,FALSE,FALSE,"{52d9a1141753e964c800003a=0.10034341041770149, 52d9ab812849c068b600002c=0.10160373741460176, 52dc46bbd149d1ec3d000011=0.2586938400781967, 52df1380033fb9f3db0000d5=0.10378524438294418, 52e5c490a8d51b089c000046=0.09752751859779753, 52ec05da72c30aba19000024=0.18525670866791238}",first opinion is not the first comment / more than one opinion / more than one opinion / more than one opinion / more than one opinion / more than one opinion,0,1,52dc46bbd149d1ec3d000011,0,9,0,0,0,0,0,0,1,1,1
52d95db1482da28851000004,52ed6ee09faa72e48f00002b,7D9DEE7E6207BEF09F76B40896203B63,FALSE,FALSE,FALSE,4.5,3.5,4,TRUE,TRUE,FALSE,TRUE,01/02/2014 22:02,FALSE,2,0.5714285714285714,4.5,0,4.5,2.875,4,0,4,4.9375,5,0,6,0.8741919520428323,0.1020503437320454,52dd8c454d6f00020b000026,0.10057482711111683,0.08759627270038678,"Dear all,In my opinion, adding a story to the beginning of each lesson is a very motivating strategy for all of us. It keeps up the interest for the topic.In addition to my comment, I would like to propose an idea for future courses. Why do not you add a lesson on human performance in space? I'd love to see Corey running on a treatmill at the ISS !!. Physical adaptations of human bodies in the spaces is a hot and a very interesting topic.Best,<nameRedac_<anon_screen_name_redacted>>",0,90,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52dd8c454d6f00020b000026=0.10057482711111683, 52ed6ee09faa72e48f00002b=0.026352521550186282}",first opinion is not the first comment / more than one opinion,0,3,52ed6ee09faa72e48f00002b,0,8,0,0,0,0,0,0,1,1,1
52d95db1482da28851000004,52e0b9ada35bbeb6b800001a,499E88807DA7733E349062678EE8B7AA,FALSE,TRUE,FALSE,4,4,2,FALSE,FALSE,TRUE,TRUE,23/01/2014 06:41,FALSE,2,0.5714285714285714,4.5,0,4.5,2.875,4,0,4,4.9375,5,0,6,0.8741919520428323,NA,52dd8c454d6f00020b000026,0.18097818851199027,0.08759627270038678,"TWillard, it would be an honor to be able to play a role in getting your students excited about learning and the human body. Lets chat. Please send contact to <emailRedac> .",0,90,Humanities,HumanitiesSciences/EP101/Environmental_Physiology,Comment,FALSE,FALSE,"{52dd8c454d6f00020b000026=0.18097818851199027, 52ed6ee09faa72e48f00002b=0.10422873447388845}",first opinion is not the first comment / more than one opinion,0,3,52ed6ee09faa72e48f00002b,0,8,0,0,0,0,0,0,1,1,1
